gender,ssc_p,ssc_b,hsc_p,hsc_b,degree_p,etest_p,salary,Majoredu,workexp,location,skill1,skill2,skill3,skill4,Jobprofile
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Computer,3,Gurgaon,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,55.6,Others,51.0,Others,57.5,57.63,,Architecture,7,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,61.8,Others,47.0,Others,54.38,57.0,,Architecture,7,Chennai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,80.0,Others,70.0,Others,72.0,87.0,450000.0,Computer,4,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,74.0,Central,62.0,Others,68.0,74.0,268000.0,Architecture,2,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,61.08,Others,50.0,Others,54.0,71.0,,Computer,6,Ahmedabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,63.0,Others,67.0,Others,64.0,75.0,500000.0,Computer,1,Gurgaon,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,75.2,Central,73.2,Central,68.4,65.0,200000.0,Art,3,Noida,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,65.0,Central,68.0,Others,69.0,53.7,250000.0,Buisness,3,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,63.0,Others,62.0,Others,68.0,64.0,250000.0,Computer,5,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Computer,7,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,73.96,Others,79.0,Others,67.0,72.15,280000.0,Architecture,3,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,52.6,Central,65.58,Others,72.11,57.6,265000.0,Computer,7,Banglore,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,83.33,Central,78.0,Others,61.0,88.56,300000.0,Buisness,5,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,47.0,Central,55.0,Others,65.0,62.0,,Computer,3,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,79.0,Central,76.0,Central,65.6,58.0,320000.0,Buisness,2,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,40.89,Others,45.83,Others,53.0,71.2,,Art,2,Nagpur,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,55.0,Others,49.8,Others,67.25,55.0,,Architecture,2,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,80.6,Others,82.0,Others,77.6,91.0,400000.0,Buisness,5,Mumbai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,77.0,Central,70.0,Central,59.0,58.0,220000.0,Computer,1,Delhi,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Computer,7,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,71.0,Others,79.0,Others,66.0,94.0,240000.0,Architecture,5,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,51.0,Central,44.0,Central,57.0,64.0,,Computer,7,Ahmedabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,82.0,Others,61.0,Others,62.0,89.0,360000.0,Computer,6,kolkata,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,66.5,Central,66.8,Central,69.3,80.4,236000.0,Art,6,Mumbai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,72.0,Others,63.0,Others,77.5,78.0,250000.0,Buisness,7,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,73.0,Others,58.0,Others,66.0,53.7,240000.0,Computer,1,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,64.0,Others,80.0,Others,65.0,69.0,500000.0,Computer,1,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,67.0,Central,53.0,Central,65.0,64.0,,Architecture,5,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,58.0,Others,40.0,Others,59.0,73.0,,Computer,5,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,65.0,Central,68.0,Central,64.0,75.0,250000.0,Buisness,5,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,69.0,Central,78.0,Central,72.0,71.0,300000.0,Computer,3,Mumbai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,74.2,Central,87.6,Others,77.25,75.2,285000.0,Computer,3,Ahmedabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,68.2,Central,72.8,Central,66.6,96.0,300000.0,Buisness,3,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,47.0,Central,55.0,Others,65.0,62.0,,Art,5,Pune,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,41.0,Central,42.0,Central,60.0,97.0,,Computer,3,Ahmedabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,68.0,Central,76.0,Central,74.0,80.0,360000.0,Computer,3,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,43.0,Central,60.0,Others,65.0,92.66,,Buisness,2,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,55.0,Others,49.8,Others,67.25,55.0,,Buisness,7,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,45.0,Others,57.0,Others,58.0,56.39,,Architecture,5,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,70.0,Central,63.0,Central,66.0,61.28,240000.0,Art,4,Gurgaon,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,56.6,Central,64.8,Central,70.2,84.27,336000.0,Buisness,1,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,63.0,Others,62.0,Others,68.0,64.0,250000.0,Buisness,2,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,77.0,Central,70.0,Central,59.0,58.0,220000.0,Computer,1,Delhi,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,82.0,Central,64.0,Central,66.0,67.0,252000.0,Buisness,2,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,80.6,Others,82.0,Others,77.6,91.0,400000.0,Architecture,5,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,62.0,Central,67.0,Central,58.0,77.0,,Art,1,Banglore,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,52.0,Others,55.0,Others,56.3,59.0,,Architecture,6,Gurgaon,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,61.0,Others,62.0,Others,65.0,62.0,250000.0,Buisness,2,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,67.0,Central,53.0,Central,65.0,64.0,,Architecture,4,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,87.0,Central,74.0,Central,65.0,75.0,300000.0,Buisness,1,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,73.0,Others,63.0,Others,66.0,89.0,216000.0,Computer,5,Mumbai,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,58.0,Others,60.0,Others,72.0,74.0,275000.0,Computer,4,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,80.6,Others,82.0,Others,77.6,91.0,400000.0,Architecture,5,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,63.0,Central,60.0,Central,57.0,78.0,204000.0,Buisness,4,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,69.0,Central,78.0,Central,72.0,71.0,300000.0,Buisness,6,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,58.0,Others,61.0,Others,61.0,58.0,250000.0,Computer,3,Noida,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,67.0,Others,67.0,Others,73.0,59.0,295000.0,Computer,7,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,67.16,Central,72.5,Central,63.35,53.04,250000.0,Computer,2,Delhi,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,41.0,Central,42.0,Central,60.0,97.0,,Buisness,6,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,81.0,Others,68.0,Others,64.0,93.0,411000.0,Computer,3,Ahmedabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,85.0,Others,90.0,Others,82.0,92.0,300000.0,Computer,5,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,65.0,Central,71.5,Others,62.8,57.0,265000.0,Architecture,6,Gurgaon,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,69.6,Central,68.4,Central,78.3,60.0,250000.0,Buisness,2,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,77.0,Others,73.0,Others,81.0,89.0,200000.0,Buisness,2,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,67.9,Others,62.0,Others,67.0,58.1,,Architecture,5,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,61.0,Central,81.0,Central,66.4,50.89,278000.0,Architecture,6,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,61.0,Central,82.0,Central,69.0,84.0,300000.0,Computer,4,Gurgaon,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,61.8,Others,47.0,Others,54.38,57.0,,Art,7,Delhi,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,66.5,Central,66.8,Central,69.3,80.4,236000.0,Architecture,4,Noida,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,65.0,Central,65.0,Central,75.0,83.0,270000.0,Buisness,5,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,77.0,Others,61.0,Others,68.0,57.5,300000.0,Buisness,3,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,77.0,Others,61.0,Others,68.0,57.5,300000.0,Architecture,6,Hyderabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,55.68,Others,61.33,Others,56.87,66.0,260000.0,Architecture,4,Banglore,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,70.89,Others,71.98,Others,65.6,68.0,,Computer,7,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,81.0,Others,68.0,Others,64.0,93.0,411000.0,Architecture,7,Hyderabad,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,61.8,Others,47.0,Others,54.38,57.0,,Art,7,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,60.0,Central,63.0,Central,56.0,80.0,300000.0,Art,2,Noida,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,65.2,Central,61.4,Central,64.8,93.4,270000.0,Buisness,3,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,82.0,Others,90.0,Others,83.0,80.0,200000.0,Computer,4,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,60.8,Central,68.4,Central,64.6,82.66,940000.0,Computer,3,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,63.0,Others,67.0,Others,64.0,75.0,500000.0,Art,5,Hyderabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,62.0,Others,51.0,Others,52.0,68.44,,Buisness,4,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,54.0,Central,77.6,Others,69.2,95.65,,Art,1,Pune,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,61.0,Central,81.0,Central,66.4,50.89,278000.0,Architecture,7,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,77.0,Others,73.0,Others,81.0,89.0,200000.0,Architecture,3,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,74.0,Others,66.0,Others,58.0,70.0,204000.0,Buisness,2,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,73.0,Others,58.0,Others,66.0,53.7,240000.0,Architecture,5,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,58.0,Others,60.0,Others,72.0,74.0,275000.0,Computer,7,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,83.33,Central,78.0,Others,61.0,88.56,300000.0,Computer,3,kolkata,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,41.0,Central,42.0,Central,60.0,97.0,,Architecture,7,Chennai,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,50.0,Others,37.0,Others,52.0,65.0,,Architecture,1,Gurgaon,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,67.0,Central,53.0,Central,65.0,64.0,,Art,4,Noida,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,73.24,Others,50.83,Others,64.27,64.0,500000.0,Art,4,Hyderabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,74.0,Others,66.0,Others,58.0,70.0,204000.0,Buisness,4,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,76.0,Central,64.0,Central,72.0,58.0,,Buisness,6,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,67.9,Others,62.0,Others,67.0,58.1,,Art,2,Hyderabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,58.0,Central,70.0,Central,61.0,54.0,,Art,1,Mumbai,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,46.0,Others,49.2,Others,79.0,74.28,,Buisness,3,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,75.2,Central,73.2,Central,68.4,65.0,200000.0,Architecture,7,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,74.0,Others,63.16,Others,65.0,65.0,,Art,1,Gurgaon,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,77.0,Others,73.0,Others,81.0,89.0,200000.0,Architecture,5,Pune,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,72.0,Others,60.0,Others,69.0,55.5,250000.0,Buisness,4,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,58.0,Central,62.0,Central,64.0,53.88,260000.0,Computer,3,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,63.0,Central,72.0,Central,68.0,78.0,380000.0,Buisness,2,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,70.89,Others,71.98,Others,65.6,68.0,,Art,1,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,60.0,Others,67.0,Others,70.0,50.48,236000.0,Art,3,Hyderabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,62.0,Others,51.0,Others,52.0,68.44,,Computer,5,Ahmedabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,65.0,Central,68.0,Others,69.0,53.7,250000.0,Art,2,Pune,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,55.6,Others,51.0,Others,57.5,57.63,,Architecture,6,Chennai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,55.68,Others,61.33,Others,56.87,66.0,260000.0,Computer,2,Nagpur,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,58.0,Others,60.0,Others,72.0,74.0,275000.0,Buisness,7,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,55.68,Others,61.33,Others,56.87,66.0,260000.0,Architecture,4,Banglore,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,73.24,Others,50.83,Others,64.27,64.0,500000.0,Buisness,3,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,82.0,Central,64.0,Central,66.0,67.0,252000.0,Art,5,Ahmedabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,80.92,Others,78.5,Others,67.0,68.71,275000.0,Art,4,Pune,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,72.0,Others,63.0,Others,77.5,78.0,250000.0,Buisness,3,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,67.0,Central,53.0,Central,65.0,64.0,,Architecture,1,Chennai,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,63.0,Others,62.0,Others,65.0,87.5,,Buisness,1,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,73.0,Central,97.0,Others,79.0,89.0,650000.0,Architecture,5,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,73.0,Others,58.0,Others,66.0,53.7,240000.0,Architecture,3,Noida,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,67.0,Central,53.0,Central,65.0,64.0,,Architecture,4,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,71.0,Central,58.66,Central,58.0,56.0,690000.0,Buisness,2,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Architecture,7,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,73.0,Central,64.0,Others,77.0,65.0,250000.0,Buisness,1,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,58.0,Central,61.0,Central,60.0,62.0,260000.0,Buisness,5,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,82.0,Others,61.0,Others,62.0,89.0,360000.0,Computer,6,kolkata,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,67.0,Others,61.0,Central,72.0,72.0,264000.0,Buisness,2,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,59.0,Central,60.0,Others,56.0,55.0,220000.0,Architecture,1,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,79.33,Central,78.33,Others,77.48,86.5,200000.0,Architecture,5,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,73.96,Others,79.0,Others,67.0,72.15,280000.0,Art,6,Nagpur,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,73.0,Others,63.0,Others,66.0,89.0,216000.0,Buisness,1,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,66.0,Central,76.0,Central,72.0,84.0,275000.0,Computer,1,Chennai,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
